随机直播,#genre#
重庆卫视,http://1.117.9.18:20080/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://1.117.9.18:20080/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://1.117.9.18:20080/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://1.117.9.18:20080/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://1.117.9.18:20080/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://1.117.9.18:20080/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://1.117.9.18:20080/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://1.117.9.18:20080/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://1.117.9.18:20080/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://1.117.9.18:20080/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://1.117.9.18:20080/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://1.117.9.18:20080/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://1.117.9.18:20080/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://1.117.9.18:20080/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://1.117.9.18:20080/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://1.117.9.18:20080/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
新闻综合,http://1.117.9.18:20080/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://219.135.208.218:8083/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://219.135.208.218:8083/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://219.135.208.218:8083/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://219.135.208.218:8083/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://219.135.208.218:8083/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://219.135.208.218:8083/tsfile/live/0016_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://219.135.208.218:8083/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://219.135.208.218:8083/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://219.135.208.218:8083/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://219.135.208.218:8083/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://219.135.208.218:8083/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://219.135.208.218:8083/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://219.135.208.218:8083/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://219.135.208.218:8083/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://219.135.208.218:8083/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://219.135.208.218:8083/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://219.135.208.218:8083/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江,http://219.135.208.218:8083/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
广东新闻,http://219.135.208.218:8083/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
广东公共,http://219.135.208.218:8083/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://219.135.208.218:8083/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广东经济科教,http://219.135.208.218:8083/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
广东南方卫视,http://219.135.208.218:8083/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广东综艺,http://219.135.208.218:8083/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
广东影视,http://219.135.208.218:8083/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
广东少儿,http://219.135.208.218:8083/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://219.135.208.218:8083/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://219.135.208.218:8083/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://219.135.208.218:8083/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://219.135.208.218:8083/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://219.135.208.218:8083/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://219.135.208.218:8083/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://219.135.208.218:8083/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://219.135.208.218:8083/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://219.135.208.218:8083/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://219.135.208.218:8083/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://219.135.208.218:8083/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://219.135.208.218:8083/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://219.135.208.218:8083/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://219.135.208.218:8083/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://219.135.208.218:8083/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://219.135.208.218:8083/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://219.135.208.218:8083/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://219.135.208.218:8083/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://219.135.208.218:8083/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://219.135.208.218:8083/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://219.135.208.218:8083/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://219.135.208.218:8083/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://219.135.208.218:8083/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://219.135.208.218:8083/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://219.135.208.218:8083/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://219.135.208.218:8083/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://219.135.208.218:8083/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动画,http://219.135.208.218:8083/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://219.135.208.218:8083/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://180.174.54.152:8801/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://180.174.54.152:8801/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://180.174.54.152:8801/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://180.174.54.152:8801/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://180.174.54.152:8801/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://180.174.54.152:8801/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://180.174.54.152:8801/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://180.174.54.152:8801/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://180.174.54.152:8801/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://180.174.54.152:8801/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://180.174.54.152:8801/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://180.174.54.152:8801/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://180.174.54.152:8801/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://180.174.54.152:8801/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://180.174.54.152:8801/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://180.174.54.152:8801/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://180.174.54.152:8801/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://180.174.54.152:8801/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://180.174.54.152:8801/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://180.174.54.152:8801/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://180.174.54.152:8801/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://180.174.54.152:8801/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://180.174.54.152:8801/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://180.174.54.152:8801/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://180.174.54.152:8801/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://180.174.54.152:8801/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://180.174.54.152:8801/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://180.174.54.152:8801/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://180.174.54.152:8801/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视,http://180.174.54.152:8801/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://180.174.54.152:8801/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://180.174.54.152:8801/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://180.174.54.152:8801/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://180.174.54.152:8801/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://180.174.54.152:8801/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://180.174.54.152:8801/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://180.174.54.152:8801/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://180.174.54.152:8801/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://180.174.54.152:8801/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://180.174.54.152:8801/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://180.174.54.152:8801/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://180.174.54.152:8801/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://180.174.54.152:8801/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://180.174.54.152:8801/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
五星体育,http://180.174.54.152:8801/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
电视剧,http://180.174.54.152:8801/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
东方影视,http://180.174.54.152:8801/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
第一财经,http://180.174.54.152:8801/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://180.174.54.152:8801/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://180.174.54.152:8801/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://180.174.54.152:8801/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://180.174.54.152:8801/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://118.72.68.196:888/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://118.72.68.196:888/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://118.72.68.196:888/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://118.72.68.196:888/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://118.72.68.196:888/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://118.72.68.196:888/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://118.72.68.196:888/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://118.72.68.196:888/tsfile/live/0007_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://118.72.68.196:888/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://118.72.68.196:888/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://118.72.68.196:888/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://118.72.68.196:888/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://118.72.68.196:888/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://118.72.68.196:888/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://118.72.68.196:888/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://118.72.68.196:888/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://118.72.68.196:888/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://118.72.68.196:888/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://118.72.68.196:888/tsfile/live/0128_2.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://118.72.68.196:888/tsfile/live/0127_2.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://118.72.68.196:888/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://118.72.68.196:888/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://118.72.68.196:888/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://118.72.68.196:888/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://118.72.68.196:888/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://118.72.68.196:888/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://118.72.68.196:888/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://118.72.68.196:888/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://118.72.68.196:888/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://118.72.68.196:888/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://118.72.68.196:888/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://118.72.68.196:888/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://118.72.68.196:888/tsfile/live/0124_2.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://118.72.68.196:888/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://118.72.68.196:888/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://118.72.68.196:888/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://118.72.68.196:888/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://118.72.68.196:888/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://118.72.68.196:888/tsfile/live/0137_2.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://118.72.68.196:888/tsfile/live/0111_2.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://118.72.68.196:888/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://118.72.68.196:888/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
